X;Y;Formation affleurante;TOPO;Toit_LATE;Epaisseur_LATE;Base_LATE;Toit_ASUP;Epaisseur_ASUP;Base_ASUP;Toit_CARB;Epaisseur_CARB;Base_CARB;Toit_AINF
2252378,75;324626,25;Laterites;53,3898200989;53,3898200989;4,4411277771;48,9486923218;48,9486923218;13,1699981689;35,7786941528;;;;35,7786941528
2252381,25;324626,25;Laterites;53,1432685852;53,1432685852;4,3534164429;48,7898521423;48,7898521423;13,0342941284;35,7555580139;;;;35,7555580139
2252383,75;324626,25;Laterites;52,8763275146;52,8763275146;4,2670440674;48,6092834473;48,6092834473;12,9170036316;35,6922798157;;;;35,6922798157
2252386,25;324626,25;Laterites;52,5933303833;52,5933303833;4,191192627;48,4021377563;48,4021377563;12,8259010315;35,5762367249;;;;35,5762367249
2252388,75;324626,25;Laterites;52,2918663025;52,2918663025;4,1245384216;48,1673278809;48,1673278809;12,7634544373;35,4038734436;;;;35,4038734436
2252391,25;324626,25;Laterites;51,9695205688;51,9695205688;4,0607185364;47,9088020325;47,9088020325;12,7251091003;35,1836929321;;;;35,1836929321
2252393,75;324626,25;Laterites;51,6253204346;51,6253204346;3,992313385;47,6330070496;47,6330070496;12,7029800415;34,9300270081;;;;34,9300270081
2252396,25;324626,25;Laterites;51,2618789673;51,2618789673;3,9159889221;47,3458900452;47,3458900452;12,6899032593;34,6559867859;;;;34,6559867859
2252398,75;324626,25;Laterites;50,8860359192;50,8860359192;3,8340759277;47,0519599915;47,0519599915;12,6809806824;34,3709793091;;;;34,3709793091
2252401,25;324626,25;Laterites;50,4962692261;50,4962692261;3,7418060303;46,7544631958;46,7544631958;12,6732215881;34,0812416077;;;;34,0812416077
2252403,75;324626,25;Laterites;50,0995903015;50,0995903015;3,6437721252;46,4558181763;46,4558181763;12,6649665833;33,790851593;;;;33,790851593
2252406,25;324626,25;Laterites;49,697971344;49,697971344;3,5399894714;46,1579818726;46,1579818726;12,6554145813;33,5025672913;;;;33,5025672913
2252408,75;324626,25;Laterites;49,3016624451;49,3016624451;3,4389762878;45,8626861572;45,8626861572;12,6443405151;33,2183456421;;;;33,2183456421
2252411,25;324626,25;Laterites;48,9067993164;48,9067993164;3,3352203369;45,5715789795;45,5715789795;12,6318855286;32,9396934509;;;;32,9396934509
2252413,75;324626,25;Laterites;48,5274848938;48,5274848938;3,2410888672;45,2863960266;45,2863960266;12,6185417175;32,6678543091;;;;32,6678543091
2252416,25;324626,25;Laterites;48,1697120667;48,1697120667;3,1607246399;45,0089874268;45,0089874268;12,6050186157;32,403968811;;;;32,403968811
2252418,75;324626,25;Laterites;47,8444213867;47,8444213867;3,099029541;44,7453918457;44,7453918457;12,4697799683;32,2756118774;32,2756118774;0,1264419556;32,1491699219;32,1491699219
2252421,25;324626,25;Laterites;47,5462532043;47,5462532043;3,0560874939;44,4901657104;44,4901657104;12,1132392883;32,3769264221;32,3769264221;0,472278595;31,9046478271;31,9046478271
2252423,75;324626,25;Laterites;47,266494751;47,266494751;3,0164031982;44,2500915527;44,2500915527;11,7599639893;32,4901275635;32,4901275635;0,8184204102;31,6717071533;31,6717071533
2252426,25;324626,25;Laterites;47,0025672913;47,0025672913;2,9742660522;44,028301239;44,028301239;11,4115066528;32,6167945862;32,6167945862;1,1650466919;31,4517478943;31,4517478943
2252428,75;324626,25;Laterites;46,7486495972;46,7486495972;2,9206047058;43,8280448914;43,8280448914;11,0694503784;32,7585945129;32,7585945129;1,5124111176;31,2461833954;31,2461833954
2252431,25;324626,25;Laterites;46,5022277832;46,5022277832;2,8498458862;43,652381897;43,652381897;10,7353553772;32,9170265198;32,9170265198;1,860742569;31,0562839508;31,0562839508
2252433,75;324626,25;Laterites;46,2669296265;46,2669296265;2,7633209229;43,5036087036;43,5036087036;10,4105453491;33,0930633545;33,0930633545;2,2102012634;30,8828620911;30,8828620911
2252436,25;324626,25;Laterites;46,039226532;46,039226532;2,6564598083;43,3827667236;43,3827667236;10,0959320068;33,2868347168;33,2868347168;2,5607967377;30,7260379791;30,7260379791
2252438,75;324626,25;Laterites;45,821056366;45,821056366;2,53565979;43,2853965759;43,2853965759;9,7880249023;33,4973716736;33,4973716736;2,9123039246;30,585067749;30,585067749
2252441,25;324626,25;Laterites;45,6136894226;45,6136894226;2,3972206116;43,216468811;43,216468811;9,4937705994;33,7226982117;33,7226982117;3,2643356323;30,4583625793;30,4583625793
2252443,75;324626,25;Laterites;45,4155960083;45,4155960083;2,2461509705;43,1694450378;43,1694450378;9,2093276978;33,9601173401;33,9601173401;3,6163597107;30,3437576294;30,3437576294
2252446,25;324626,25;Laterites;45,3069038391;45,3069038391;2,1663093567;43,1405944824;43,1405944824;8,9339599609;34,2066345215;34,2066345215;3,9677696228;30,2388648987;30,2388648987
2252448,75;324626,25;Laterites;45,2849464417;45,2849464417;2,1586647034;43,1262817383;43,1262817383;8,6669578552;34,4593238831;34,4593238831;4,3179550171;30,141368866;30,141368866
2252451,25;324626,25;Laterites;45,2758140564;45,2758140564;2,1524925232;43,1233215332;43,1233215332;8,4077301025;34,7155914307;34,7155914307;4,6663684845;30,0492229462;30,0492229462
2252453,75;324626,25;Laterites;45,2791748047;45,2791748047;2,1499862671;43,1291885376;43,1291885376;8,1559295654;34,9732589722;34,9732589722;5,0124893188;29,9607696533;29,9607696533
2252456,25;324626,25;Laterites;45,2843017578;45,2843017578;2,142288208;43,1420135498;43,1420135498;7,9114837646;35,2305297852;35,2305297852;5,3558273315;29,8747024536;29,8747024536
2252458,75;324626,25;Laterites;45,2966957092;45,2966957092;2,136100769;43,1605949402;43,1605949402;7,6746749878;35,4859199524;35,4859199524;5,6958789825;29,7900409698;29,7900409698
2252461,25;324626,25;Laterites;45,3129081726;45,3129081726;2,128704071;43,1842041016;43,1842041016;7,4460334778;35,7381706238;35,7381706238;6,0321044922;29,7060661316;29,7060661316
2252463,75;324626,25;Laterites;45,3342018127;45,3342018127;2,12159729;43,2126045227;43,2126045227;7,2264518738;35,9861526489;35,9861526489;6,3638858795;29,6222667694;29,6222667694
2252466,25;324626,25;Laterites;45,3582572937;45,3582572937;2,1123352051;43,2459220886;43,2459220886;7,017124176;36,2287979126;36,2287979126;6,6905097961;29,5382881165;29,5382881165
2252468,75;324626,25;Laterites;45,3883018494;45,3883018494;2,1036872864;43,284614563;43,284614563;6,819519043;36,46509552;36,46509552;7,0111637115;29,4539318085;29,4539318085
2252471,25;324626,25;Laterites;45,421257019;45,421257019;2,0917930603;43,3294639587;43,3294639587;6,63539505;36,6940689087;36,6940689087;7,3248901367;29,369178772;29,369178772
2252473,75;324626,25;Laterites;45,4569702148;45,4569702148;2,0754432678;43,381526947;43,381526947;6,4666442871;36,9148826599;36,9148826599;7,6306800842;29,2842025757;29,2842025757
2252476,25;324626,25;Laterites;45,4925384521;45,4925384521;2,049030304;43,4435081482;43,4435081482;6,3166160583;37,1268920898;37,1268920898;7,9274482727;29,1994438171;29,1994438171
2252478,75;324626,25;Laterites;45,5278091431;45,5278091431;2,0130004883;43,5148086548;43,5148086548;6,1850242615;37,3297843933;37,3297843933;8,2141284943;29,115655899;29,115655899
2252481,25;324626,25;Laterites;45,5616416931;45,5616416931;1,9631767273;43,5984649658;43,5984649658;6,0747528076;37,5237121582;37,5237121582;8,489730835;29,0339813232;29,0339813232
2252483,75;324626,25;Laterites;45,592918396;45,592918396;1,896194458;43,696723938;43,696723938;5,9873809814;37,7093429565;37,7093429565;8,7534103394;28,9559326172;28,9559326172
2252486,25;324626,25;Laterites;45,6262741089;45,6262741089;1,8143768311;43,8118972778;43,8118972778;5,9239768982;37,8879203796;37,8879203796;9,0045871735;28,8833332062;28,8833332062
2252488,75;324626,25;Laterites;45,6531639099;45,6531639099;1,7069625854;43,9462013245;43,9462013245;5,8851051331;38,0610961914;38,0610961914;9,2429847717;28,8181114197;28,8181114197
2252491,25;324626,25;Laterites;45,6743087769;45,6743087769;1,5728912354;44,1014175415;44,1014175415;5,8706893921;38,2307281494;38,2307281494;9,4686927795;28,7620353699;28,7620353699
2252493,75;324626,25;Laterites;45,6915397644;45,6915397644;1,4129676819;44,2785720825;44,2785720825;5,879989624;38,3985824585;38,3985824585;9,6822471619;28,7163352966;28,7163352966
2252496,25;324626,25;Laterites;45,7040481567;45,7040481567;1,2275161743;44,4765319824;44,4765319824;5,9105148315;38,5660171509;38,5660171509;9,8845596313;28,6814575195;28,6814575195
2252498,75;324626,25;Laterites;45,7117118835;45,7117118835;1,0153770447;44,6963348389;44,6963348389;5,9625244141;38,7338104248;38,7338104248;10,0769100189;28,6569004059;28,6569004059
2252501,25;324626,25;Laterites;45,7148323059;45,7148323059;0,779510498;44,9353218079;44,9353218079;6,0331954956;38,9021263123;38,9021263123;10,2608337402;28,641292572;28,641292572
2252503,75;324626,25;Laterites;45,711101532;45,711101532;0,5208625793;45,1902389526;45,1902389526;6,1196479797;39,0705909729;39,0705909729;10,4379863739;28,632604599;28,632604599
2252506,25;324626,25;Laterites;45,7019729614;45,7019729614;0,2475013733;45,4544715881;45,4544715881;6,2159996033;39,2384719849;39,2384719849;10,6100406647;28,6284313202;28,6284313202
2252508,75;324626,25;Argiles superieures;45,6612510681;;;;45,6612510681;6,2564277649;39,4048233032;39,4048233032;10,7785797119;28,6262435913;28,6262435913
2252511,25;324626,25;Argiles superieures;45,5872116089;;;;45,5872116089;6,0186233521;39,5685882568;39,5685882568;10,9450111389;28,6235771179;28,6235771179
2252513,75;324626,25;Argiles superieures;45,501750946;;;;45,501750946;5,773021698;39,728729248;39,728729248;11,1105957031;28,6181335449;28,6181335449
2252516,25;324626,25;Argiles superieures;45,412147522;;;;45,412147522;5,5279350281;39,8842124939;39,8842124939;11,2763767242;28,6078357697;28,6078357697
2252518,75;324626,25;Argiles superieures;45,3085975647;;;;45,3085975647;5,2745399475;40,0340576172;40,0340576172;11,4432086945;28,5908489227;28,5908489227
2252521,25;324626,25;Argiles superieures;45,1937179565;;;;45,1937179565;5,0246086121;40,1691093445;40,1691093445;10,915304184;29,2538051605;29,2538051605
2252523,75;324626,25;Carbonates;45,0748558044;;;;;;;45,0748558044;21,3748569489;23,6999988556;23,6999988556
2252526,25;324626,25;Carbonates;44,9338607788;;;;;;;44,9338607788;21,2338619232;23,6999988556;23,6999988556
2252528,75;324626,25;Carbonates;44,7825546265;;;;;;;44,7825546265;21,0825557709;23,6999988556;23,6999988556
2252531,25;324626,25;Carbonates;44,6212921143;;;;;;;44,6212921143;20,9212932587;23,6999988556;23,6999988556
2252533,75;324626,25;Carbonates;44,4479179382;;;;;;;44,4479179382;20,7479190826;23,6999988556;23,6999988556
2252536,25;324626,25;Carbonates;44,2755355835;;;;;;;44,2755355835;20,5755367279;23,6999988556;23,6999988556
2252538,75;324626,25;Carbonates;44,1139945984;;;;;;;44,1139945984;20,4139957428;23,6999988556;23,6999988556
2252541,25;324626,25;Carbonates;43,9643592834;;;;;;;43,9643592834;20,2643604279;23,6999988556;23,6999988556
2252543,75;324626,25;Carbonates;43,8246040344;;;;;;;43,8246040344;20,1246051788;23,6999988556;23,6999988556
2252546,25;324626,25;Carbonates;43,6874542236;;;;;;;43,6874542236;19,987455368;23,6999988556;23,6999988556
2252548,75;324626,25;Carbonates;43,5462532043;;;;;;;43,5462532043;19,8462543488;23,6999988556;23,6999988556
2252551,25;324626,25;Carbonates;43,4036407471;;;;;;;43,4036407471;19,7036418915;23,6999988556;23,6999988556
2252553,75;324626,25;Carbonates;43,2618103027;;;;;;;43,2618103027;19,5618114471;23,6999988556;23,6999988556
2252556,25;324626,25;Carbonates;43,1254348755;;;;;;;43,1254348755;19,4254360199;23,6999988556;23,6999988556
2252558,75;324626,25;Carbonates;42,9964332581;;;;;;;42,9964332581;19,2964344025;23,6999988556;23,6999988556
2252561,25;324626,25;Carbonates;42,874584198;;;;;;;42,874584198;19,1745853424;23,6999988556;23,6999988556
2252563,75;324626,25;Carbonates;42,7585639954;;;;;;;42,7585639954;19,0585651398;23,6999988556;23,6999988556
2252566,25;324626,25;Carbonates;42,6468429565;;;;;;;42,6468429565;18,946844101;23,6999988556;23,6999988556
2252568,75;324626,25;Carbonates;42,5383911133;;;;;;;42,5383911133;18,8383922577;23,6999988556;23,6999988556
2252571,25;324626,25;Carbonates;42,435585022;;;;;;;42,435585022;18,7355861664;23,6999988556;23,6999988556
2252573,75;324626,25;Carbonates;42,3367385864;;;;;;;42,3367385864;18,6367397308;23,6999988556;23,6999988556
2252576,25;324626,25;Carbonates;42,2460708618;;;;;;;42,2460708618;18,5460720062;23,6999988556;23,6999988556
2252578,75;324626,25;Carbonates;42,1608200073;;;;;;;42,1608200073;18,4608211517;23,6999988556;23,6999988556
2252581,25;324626,25;Carbonates;42,0808410645;;;;;;;42,0808410645;18,3808422089;23,6999988556;23,6999988556
2252583,75;324626,25;Carbonates;42,0077209473;;;;;;;42,0077209473;18,3077220917;23,6999988556;23,6999988556
2252586,25;324626,25;Carbonates;41,9563789368;;;;;;;41,9563789368;18,2563800812;23,6999988556;23,6999988556
2252363,75;324628,75;Laterites;54,3211936951;54,3211936951;4,6634864807;49,6577072144;49,6577072144;14,0774345398;35,5802726746;;;;35,5802726746
2252366,25;324628,75;Laterites;54,2517929077;54,2517929077;4,6946525574;49,5571403503;49,5571403503;13,9367523193;35,620388031;;;;35,620388031
2252368,75;324628,75;Laterites;54,1371803284;54,1371803284;4,6864471436;49,4507331848;49,4507331848;13,788684845;35,6620483398;;;;35,6620483398
2252371,25;324628,75;Laterites;53,9974708557;53,9974708557;4,6594581604;49,3380126953;49,3380126953;13,633808136;35,7042045593;;;;35,7042045593
2252373,75;324628,75;Laterites;53,8195457458;53,8195457458;4,6013221741;49,2182235718;49,2182235718;13,4732780457;35,7449455261;;;;35,7449455261
2252376,25;324628,75;Laterites;53,6096343994;53,6096343994;4,5195846558;49,0900497437;49,0900497437;13,3092193604;35,7808303833;;;;35,7808303833
2252378,75;324628,75;Laterites;53,3724708557;53,3724708557;4,4215202332;48,9509506226;48,9509506226;13,145565033;35,8053855896;;;;35,8053855896
2252381,25;324628,75;Laterites;53,1231117249;53,1231117249;4,3270378113;48,7960739136;48,7960739136;12,9896469116;35,806427002;;;;35,806427002
2252383,75;324628,75;Laterites;52,8495597839;52,8495597839;4,2323188782;48,6172409058;48,6172409058;12,8542366028;35,763004303;;;;35,763004303
2252386,25;324628,75;Laterites;52,5583877563;52,5583877563;4,1542434692;48,4041442871;48,4041442871;12,754486084;35,6496582031;;;;35,6496582031
2252388,75;324628,75;Laterites;52,2485618591;52,2485618591;4,0949478149;48,1536140442;48,1536140442;12,6958808899;35,4577331543;;;;35,4577331543
2252391,25;324628,75;Laterites;51,9187049866;51,9187049866;4,0448188782;47,8738861084;47,8738861084;12,667842865;35,2060432434;;;;35,2060432434
2252393,75;324628,75;Laterites;51,5693435669;51,5693435669;3,9932899475;47,5760536194;47,5760536194;12,6557388306;34,9203147888;;;;34,9203147888
2252396,25;324628,75;Laterites;51,20885849;51,20885849;3,9408874512;47,2679710388;47,2679710388;12,6497802734;34,6181907654;;;;34,6181907654
2252398,75;324628,75;Laterites;50,8239822388;50,8239822388;3,8696403503;46,9543418884;46,9543418884;12,6447525024;34,309589386;;;;34,309589386
2252401,25;324628,75;Laterites;50,4233131409;50,4233131409;3,7852287292;46,6380844116;46,6380844116;12,638092041;33,9999923706;;;;33,9999923706
2252403,75;324628,75;Laterites;50,015411377;50,015411377;3,6941719055;46,3212394714;46,3212394714;12,6286468506;33,6925926208;;;;33,6925926208
2252406,25;324628,75;Laterites;49,6047210693;49,6047210693;3,599281311;46,0054397583;46,0054397583;12,6160507202;33,3893890381;;;;33,3893890381
2252408,75;324628,75;Laterites;49,1956863403;49,1956863403;3,5035514832;45,6921348572;45,6921348572;12,600353241;33,0917816162;;;;33,0917816162
2252411,25;324628,75;Laterites;48,7850227356;48,7850227356;3,402217865;45,3828048706;45,3828048706;12,5819473267;32,8008575439;;;;32,8008575439
2252413,75;324628,75;Laterites;48,3848228455;48,3848228455;3,305809021;45,0790138245;45,0790138245;12,5614547729;32,5175590515;;;;32,5175590515
2252416,25;324628,75;Laterites;48,0152359009;48,0152359009;3,2326469421;44,7825889587;44,7825889587;12,5397415161;32,2428474426;;;;32,2428474426
2252418,75;324628,75;Laterites;47,6913146973;47,6913146973;3,1956520081;44,4956626892;44,4956626892;12,4949035645;32,0007591248;32,0007591248;0,0230026245;31,9777565002;31,9777565002
2252421,25;324628,75;Laterites;47,405418396;47,405418396;3,1811561584;44,2242622375;44,2242622375;12,133441925;32,0908203125;32,0908203125;0,3672924042;31,7235279083;31,7235279083
2252423,75;324628,75;Laterites;47,1372032166;47,1372032166;3,172290802;43,9649124146;43,9649124146;11,7718696594;32,1930427551;32,1930427551;0,7113895416;31,4816532135;31,4816532135
2252426,25;324628,75;Laterites;46,8775749207;46,8775749207;3,1526794434;43,7248954773;43,7248954773;11,4152603149;32,3096351624;32,3096351624;1,0557022095;31,2539329529;31,2539329529
2252428,75;324628,75;Laterites;46,6265487671;46,6265487671;3,117931366;43,5086174011;43,5086174011;11,0654983521;32,4431190491;32,4431190491;1,4007167816;31,0424022675;31,0424022675
2252431,25;324628,75;Laterites;46,3864440918;46,3864440918;3,0658721924;43,3205718994;43,3205718994;10,7245330811;32,5960388184;32,5960388184;1,7469387054;30,8491001129;30,8491001129
2252433,75;324628,75;Laterites;46,1519126892;46,1519126892;2,9873962402;43,164516449;43,164516449;10,3940849304;32,7704315186;32,7704315186;2,0947875977;30,6756439209;30,6756439209
2252436,25;324628,75;Laterites;45,9301681519;45,9301681519;2,8877601624;43,0424079895;43,0424079895;10,0752410889;32,9671669006;32,9671669006;2,4444694519;30,5226974487;30,5226974487
2252438,75;324628,75;Laterites;45,7177963257;45,7177963257;2,7639846802;42,9538116455;42,9538116455;9,7683486938;33,1854629517;33,1854629517;2,7958488464;30,3896141052;30,3896141052
2252441,25;324628,75;Laterites;45,5256385803;45,5256385803;2,6343688965;42,8912696838;42,8912696838;9,4683074951;33,4229621887;33,4229621887;3,1485214233;30,2744407654;30,2744407654
2252443,75;324628,75;Laterites;45,3612670898;45,3612670898;2,5026626587;42,8586044312;42,8586044312;9,182384491;33,6762199402;33,6762199402;3,5018386841;30,1743812561;30,1743812561
2252446,25;324628,75;Laterites;45,2524452209;45,2524452209;2,4054946899;42,846950531;42,846950531;8,9055328369;33,9414176941;33,9414176941;3,8550510406;30,0863666534;30,0863666534
2252448,75;324628,75;Laterites;45,1962585449;45,1962585449;2,3446655273;42,8515930176;42,8515930176;8,6366119385;34,2149810791;34,2149810791;4,2074832916;30,0074977875;30,0074977875
2252451,25;324628,75;Laterites;45,1808319092;45,1808319092;2,3122634888;42,8685684204;42,8685684204;8,3747787476;34,4937896729;34,4937896729;4,5584716797;29,9353179932;29,9353179932
2252453,75;324628,75;Laterites;45,1733589172;45,1733589172;2,278503418;42,8948554993;42,8948554993;8,1195373535;34,7753181458;34,7753181458;4,9074440002;29,8678741455;29,8678741455
2252456,25;324628,75;Laterites;45,1757202148;45,1757202148;2,247428894;42,9282913208;42,9282913208;7,8707580566;35,0575332642;35,0575332642;5,2538604736;29,8036727905;29,8036727905
2252458,75;324628,75;Laterites;45,1892433167;45,1892433167;2,2217407227;42,967502594;42,967502594;7,6287345886;35,3387680054;35,3387680054;5,5971717834;29,7415962219;29,7415962219
2252461,25;324628,75;Laterites;45,2071914673;45,2071914673;2,1955070496;43,0116844177;43,0116844177;7,3940849304;35,6175994873;35,6175994873;5,9367713928;29,6808280945;29,6808280945
2252463,75;324628,75;Laterites;45,2322998047;45,2322998047;2,1717224121;43,0605773926;43,0605773926;7,167842865;35,8927345276;35,8927345276;6,2719860077;29,6207485199;29,6207485199
2252466,25;324628,75;Laterites;45,2616500854;45,2616500854;2,1473846436;43,1142654419;43,1142654419;6,9513587952;36,1629066467;36,1629066467;6,6019897461;29,5609169006;29,5609169006
2252468,75;324628,75;Laterites;45,2997016907;45,2997016907;2,1264648438;43,1732368469;43,1732368469;6,7463798523;36,4268569946;36,4268569946;6,9258460999;29,5010108948;29,5010108948
2252471,25;324628,75;Laterites;45,3424911499;45,3424911499;2,1042366028;43,2382545471;43,2382545471;6,5549659729;36,6832885742;36,6832885742;7,2424507141;29,4408378601;29,4408378601
2252473,75;324628,75;Laterites;45,3886909485;45,3886909485;2,078327179;43,3103637695;43,3103637695;6,3793983459;36,9309654236;36,9309654236;7,5506095886;29,380355835;29,380355835
2252476,25;324628,75;Laterites;45,4371032715;45,4371032715;2,0462493896;43,3908538818;43,3908538818;6,2220802307;37,1687736511;37,1687736511;7,8490600586;29,3197135925;29,3197135925
2252478,75;324628,75;Laterites;45,4859848022;45,4859848022;1,9881095886;43,4978752136;43,4978752136;6,102016449;37,3958587646;37,3958587646;8,1365470886;29,259311676;29,259311676
2252481,25;324628,75;Laterites;45,5331039429;45,5331039429;1,9477729797;43,5853309631;43,5853309631;5,9734954834;37,6118354797;37,6118354797;8,4119815826;29,1998538971;29,1998538971
2252483,75;324628,75;Laterites;45,5821342468;45,5821342468;1,8807449341;43,7013893127;43,7013893127;5,8845596313;37,8168296814;37,8168296814;8,6744766235;29,1423530579;29,1423530579
2252486,25;324628,75;Laterites;45,6232337952;45,6232337952;1,7904167175;43,8328170776;43,8328170776;5,8211746216;38,0116424561;38,0116424561;8,9235420227;29,0881004333;29,0881004333
2252488,75;324628,75;Laterites;45,6668663025;45,6668663025;1,6856536865;43,981212616;43,981212616;5,7835960388;38,1976165771;38,1976165771;9,1591072083;29,0385093689;29,0385093689
2252491,25;324628,75;Laterites;45,7028274536;45,7028274536;1,5550880432;44,1477394104;44,1477394104;5,7712364197;38,3765029907;38,3765029907;9,3815612793;28,9949417114;28,9949417114
2252493,75;324628,75;Laterites;45,7328643799;45,7328643799;1,3999633789;44,332901001;44,332901001;5,782749176;38,550151825;38,550151825;9,5917243958;28,9584274292;28,9584274292
2252496,25;324628,75;Laterites;45,7596168518;45,7596168518;1,223361969;44,5362548828;44,5362548828;5,8160018921;38,7202529907;38,7202529907;9,7907981873;28,9294548035;28,9294548035
2252498,75;324628,75;Laterites;45,7812957764;45,7812957764;1,0270080566;44,7542877197;44,7542877197;5,8661689758;38,8881187439;38,8881187439;9,9802703857;28,9078483582;28,9078483582
2252501,25;324628,75;Laterites;45,7980232239;45,7980232239;0,8104743958;44,9875488281;44,9875488281;5,9329910278;39,0545578003;39,0545578003;10,1618022919;28,8927555084;28,8927555084
2252503,75;324628,75;Laterites;45,8064727783;45,8064727783;0,5784683228;45,2280044556;45,2280044556;6,0081443787;39,2198600769;39,2198600769;10,3370895386;28,8827705383;28,8827705383
2252506,25;324628,75;Laterites;45,8038024902;45,8038024902;0,3424911499;45,4613113403;45,4613113403;6,0774154663;39,383895874;39,383895874;10,5078392029;28,8760566711;28,8760566711
2252508,75;324628,75;Laterites;45,7783355713;45,7783355713;0,1135444641;45,6647911072;45,6647911072;6,1186027527;39,5461883545;39,5461883545;10,6756019592;28,8705863953;28,8705863953
2252511,25;324628,75;Argiles superieures;45,7307243347;;;;45,7307243347;6,0247077942;39,7060165405;39,7060165405;10,8417987823;28,8642177582;28,8642177582
2252513,75;324628,75;Argiles superieures;45,6673164368;;;;45,6673164368;5,8048095703;39,8625068665;39,8625068665;11,0076618195;28,854845047;28,854845047
2252516,25;324628,75;Argiles superieures;45,5949478149;;;;45,5949478149;5,5802383423;40,0147094727;40,0147094727;11,1742401123;28,8404693604;28,8404693604
2252518,75;324628,75;Argiles superieures;45,5104408264;;;;45,5104408264;5,348815918;40,1616249084;40,1616249084;11,3423938751;28,8192310333;28,8192310333
2252521,25;324628,75;Argiles superieures;45,4143676758;;;;45,4143676758;5,1121063232;40,3022613525;40,3022613525;11,5128173828;28,7894439697;28,7894439697
2252523,75;324628,75;Argiles superieures;45,3018035889;;;;45,3018035889;4,8661079407;40,4356956482;40,4356956482;11,6860370636;28,7496585846;28,7496585846
2252526,25;324628,75;Carbonates;45,1721115112;;;;;;;45,1721115112;21,4721126556;23,6999988556;23,6999988556
2252528,75;324628,75;Carbonates;45,0254898071;;;;;;;45,0254898071;21,3254909515;23,6999988556;23,6999988556
2252531,25;324628,75;Carbonates;44,8613929749;;;;;;;44,8613929749;21,1613941193;23,6999988556;23,6999988556
2252533,75;324628,75;Carbonates;44,6823692322;;;;;;;44,6823692322;20,9823703766;23,6999988556;23,6999988556
2252536,25;324628,75;Carbonates;44,4948997498;;;;;;;44,4948997498;20,7949008942;23,6999988556;23,6999988556
2252538,75;324628,75;Carbonates;44,3232192993;;;;;;;44,3232192993;20,6232204437;23,6999988556;23,6999988556
2252541,25;324628,75;Carbonates;44,1778144836;;;;;;;44,1778144836;20,4778156281;23,6999988556;23,6999988556
2252543,75;324628,75;Carbonates;44,0461845398;;;;;;;44,0461845398;20,3461856842;23,6999988556;23,6999988556
2252546,25;324628,75;Carbonates;43,9106216431;;;;;;;43,9106216431;20,2106227875;23,6999988556;23,6999988556
2252548,75;324628,75;Carbonates;43,764251709;;;;;;;43,764251709;20,0642528534;23,6999988556;23,6999988556
2252551,25;324628,75;Carbonates;43,6101379395;;;;;;;43,6101379395;19,9101390839;23,6999988556;23,6999988556
2252553,75;324628,75;Carbonates;43,4550132751;;;;;;;43,4550132751;19,7550144196;23,6999988556;23,6999988556
2252556,25;324628,75;Carbonates;43,3087120056;;;;;;;43,3087120056;19,60871315;23,6999988556;23,6999988556
2252558,75;324628,75;Carbonates;43,174446106;;;;;;;43,174446106;19,4744472504;23,6999988556;23,6999988556
2252561,25;324628,75;Carbonates;43,0488166809;;;;;;;43,0488166809;19,3488178253;23,6999988556;23,6999988556
2252563,75;324628,75;Carbonates;42,9277229309;;;;;;;42,9277229309;19,2277240753;23,6999988556;23,6999988556
2252566,25;324628,75;Carbonates;42,8091430664;;;;;;;42,8091430664;19,1091442108;23,6999988556;23,6999988556
2252568,75;324628,75;Carbonates;42,693687439;;;;;;;42,693687439;18,9936885834;23,6999988556;23,6999988556
2252571,25;324628,75;Carbonates;42,5849723816;;;;;;;42,5849723816;18,884973526;23,6999988556;23,6999988556
2252573,75;324628,75;Carbonates;42,480506897;;;;;;;42,480506897;18,7805080414;23,6999988556;23,6999988556
2252576,25;324628,75;Carbonates;42,3853530884;;;;;;;42,3853530884;18,6853542328;23,6999988556;23,6999988556
2252578,75;324628,75;Carbonates;42,2970657349;;;;;;;42,2970657349;18,5970668793;23,6999988556;23,6999988556
2252581,25;324628,75;Carbonates;42,2161941528;;;;;;;42,2161941528;18,5161952972;23,6999988556;23,6999988556
2252583,75;324628,75;Carbonates;42,1450958252;;;;;;;42,1450958252;18,4450969696;23,6999988556;23,6999988556
2252586,25;324628,75;Carbonates;42,0882415771;;;;;;;42,0882415771;18,3882427216;23,6999988556;23,6999988556
2252363,75;324631,25;Laterites;54,3271522522;54,3271522522;4,6757888794;49,6513633728;49,6513633728;14,1334457397;35,5179176331;;;;35,5179176331
2252366,25;324631,25;Laterites;54,2418937683;54,2418937683;4,6923904419;49,5495033264;49,5495033264;13,988899231;35,5606040955;;;;35,5606040955
2252368,75;324631,25;Laterites;54,1221580505;54,1221580505;4,6802062988;49,4419517517;49,4419517517;13,8354682922;35,6064834595;;;;35,6064834595
2252371,25;324631,25;Laterites;53,9741287231;53,9741287231;4,6456413269;49,3284873962;49,3284873962;13,6733016968;35,6551856995;;;;35,6551856995
2252373,75;324631,25;Laterites;53,7933197021;53,7933197021;4,5845184326;49,2088012695;49,2088012695;13,502910614;35,7058906555;;;;35,7058906555
2252376,25;324631,25;Laterites;53,581817627;53,581817627;4,4995651245;49,0822525024;49,0822525024;13,3254127502;35,7568397522;;;;35,7568397522
